Type,Response ID,Start Date,End Date,Status,Source Type,InteractPedestrian,InteractBicycle,CircumstancesCoded,FeelingsProvingGround,SafetyHuman,SafetyAV,AVSafetyPotential,RegulationTesting,RegulationSpeed,RegulationSchoolZone,RegulationShareData,AdvocacyIssues,BikePghPosition,PayingAttentionAV,FamiliarityTechnoology,ZipCode
Public,261099035,03/08/2017 3:05:41 PM PST,03/09/2017 7:17:53 AM PST,COMPLETE,Survey Link,No,Yes,3,Somewhat Approve,3,3,Not sure,Not sure,Not sure,Not sure,Not sure,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15222
Public,261103756,03/08/2017 6:04:46 PM PST,03/08/2017 6:12:20 PM PST,COMPLETE,Survey Link,Yes,Yes,3,Approve,3,4,Yes,Yes,No,No,Yes,Strongly Agree,Actively Support,To a moderate extent,Mostly Unfamiliar,15222
Public,260279661,02/22/2017 10:30:07 AM PST,02/22/2017 10:50:10 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,3,3,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To a large extent,Extremely familiar,15215
Public,260279700,02/22/2017 10:32:10 AM PST,02/22/2017 10:38:30 AM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Approve,4,4,Yes,Yes,Not sure,Not sure,Yes,Neutral,No Opinion,To a moderate extent,Somewhat familiar,15227
Public,260279869,02/22/2017 10:38:05 AM PST,02/22/2017 10:42:30 AM PST,COMPLETE,Survey Link,Yes,No,2,Approve,3,4,Yes,Yes,No,No,Yes,Neutral,Actively Support,To a large extent,Mostly familiar,15217
Public,260280032,02/22/2017 10:43:13 AM PST,02/22/2017 10:50:12 AM PST,COMPLETE,Survey Link,Yes,No,2,Somewhat Approve,4,4,Yes,Yes,Not sure,Not sure,Not sure,Neutral,No Opinion,To a moderate extent,Somewhat familiar,15224
Public,260280103,02/22/2017 10:44:16 AM PST,02/22/2017 10:50:04 AM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Approve,3,3,Maybe,Yes,Not sure,No,Yes,Agree,No Opinion,To a moderate extent,Somewhat familiar,15224
Public,260280366,02/22/2017 10:51:10 AM PST,02/22/2017 10:53:35 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,2,4,Yes,No,No,Not sure,Yes,Agree,Actively Support,To a large extent,Somewhat familiar,15211
Public,260280428,02/22/2017 10:52:33 AM PST,02/22/2017 10:57:25 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,3,4,Yes,No,Not sure,No,No,Strongly Disagree,Neither Support nor Oppose,To a large extent,Mostly Unfamiliar,15212
Public,260280670,02/22/2017 10:59:21 AM PST,02/22/2017 11:01:26 AM PST,COMPLETE,Survey Link,No,Yes,2,Neutral,4,3,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To a large extent,Mostly familiar,15208
Public,260281363,02/22/2017 11:23:48 AM PST,02/22/2017 11:26:39 AM PST,COMPLETE,Survey Link,Not sure,Yes,2,Neutral,3,4,Yes,Yes,Yes,No,Yes,Disagree,Neither Support nor Oppose,To some extent,Somewhat familiar,15217
Public,260281643,02/22/2017 11:34:06 AM PST,02/22/2017 11:39:01 AM PST,COMPLETE,Survey Link,Yes,Not sure,2,Approve,3,4,Yes,Yes,Not sure,Not sure,Yes,Agree,Actively Support,To some extent,Somewhat familiar,15208
Public,260281771,02/22/2017 11:39:57 AM PST,02/22/2017 11:43:25 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,4,Yes,Not sure,No,Yes,Yes,Disagree,Neither Support nor Oppose,To a large extent,Extremely familiar,15232
Public,260282171,02/22/2017 11:53:25 AM PST,02/22/2017 12:07:27 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Somewhat Approve,3,4,Yes,Not sure,No,No,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15201
Public,260283404,02/22/2017 12:12:48 PM PST,02/22/2017 12:25:47 PM PST,COMPLETE,Survey Link,Yes,No,2,Approve,3,4,Yes,No,No,No,Not sure,Neutral,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15206
Public,260283736,02/22/2017 12:26:36 PM PST,02/22/2017 12:28:54 PM PST,COMPLETE,Social,Not sure,Yes,2,Somewhat Disapprove,3,3,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15206
Public,260283841,02/22/2017 12:32:29 PM PST,02/22/2017 12:39:12 PM PST,COMPLETE,Survey Link,No,Yes,2,Neutral,2,3,Maybe,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15212
Public,260283878,02/22/2017 12:34:23 PM PST,02/22/2017 12:41:44 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Neutral,4,4,Yes,Yes,Yes,Not sure,Yes,Agree,Actively Support,To a large extent,Somewhat familiar,15224
Public,260284140,02/22/2017 12:44:50 PM PST,02/22/2017 12:50:04 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,4,Yes,Yes,Not sure,Not sure,No,Disagree,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15206
Public,260284305,02/22/2017 12:51:13 PM PST,02/22/2017 12:54:27 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,4,Yes,Yes,No,No,Yes,Strongly Agree,Actively Support,To a large extent,Extremely familiar,15215
Public,260284477,02/22/2017 12:57:01 PM PST,02/22/2017 1:06:26 PM PST,COMPLETE,Survey Link,Yes,No,2,Approve,1,5,Yes,Yes,No,No,Yes,Strongly Disagree,Actively Support,To a moderate extent,Mostly familiar,15217
Public,260285072,02/22/2017 1:10:12 PM PST,02/22/2017 1:13:09 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Neutral,2,3,Maybe,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15203
Public,260285218,02/22/2017 1:15:52 PM PST,02/22/2017 1:20:00 PM PST,COMPLETE,Social,Yes,Yes,2,Somewhat Approve,3,5,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15206
Public,260285454,02/22/2017 1:24:35 PM PST,02/22/2017 1:45:30 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,5,Yes,Yes,Not sure,No,Yes,Agree,Actively Support,To a large extent,Extremely familiar,15232
Public,260286181,02/22/2017 1:52:24 PM PST,02/22/2017 1:59:29 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,4,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To a large extent,Extremely familiar,15212
Public,260286912,02/22/2017 2:22:54 PM PST,02/22/2017 2:26:13 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,5,Yes,Not sure,No,No,Yes,Strongly Agree,Actively Support,To a large extent,Somewhat familiar,15224
Public,260288509,02/22/2017 3:27:28 PM PST,02/22/2017 3:31:49 PM PST,COMPLETE,Survey Link,No,Yes,2,Approve,5,5,Yes,Yes,No,No,Not sure,Disagree,Neither Support nor Oppose,To some extent,Somewhat familiar,15207
Public,260289635,02/22/2017 4:03:53 PM PST,02/22/2017 4:11:42 PM PST,COMPLETE,Survey Link,No,Yes,2,Approve,2,5,Yes,Not sure,Yes,No,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15234
Public,260291662,02/22/2017 5:08:58 PM PST,02/22/2017 5:12:54 PM PST,COMPLETE,Survey Link,Yes,No,2,Approve,4,3,Yes,Not sure,Yes,Yes,Yes,Agree,No Opinion,To some extent,Mostly familiar,15224
Public,260292937,02/22/2017 5:45:10 PM PST,02/22/2017 5:54:23 PM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Approve,3,3,Yes,Yes,No,Not sure,No,Agree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15238
Public,260294441,02/22/2017 6:38:40 PM PST,02/22/2017 6:41:17 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Somewhat Approve,3,4,Yes,Yes,Yes,No,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15205
Public,260296452,02/22/2017 8:08:30 PM PST,02/22/2017 8:09:58 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,4,Yes,Yes,Not sure,No,Yes,Neutral,No Opinion,To a large extent,Somewhat familiar,15203
Public,260331788,02/23/2017 8:42:46 AM PST,02/23/2017 9:03:06 AM PST,COMPLETE,Survey Link,Yes,No,2,Neutral,3,5,Yes,Yes,Yes,Not sure,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15227
Public,260331790,02/23/2017 8:42:56 AM PST,02/23/2017 8:59:29 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Disapprove,4,2,Not sure,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15217
Public,260332036,02/23/2017 8:53:45 AM PST,02/23/2017 9:38:15 AM PST,COMPLETE,Social,Yes,Yes,2,Approve,3,4,Maybe,No,No,No,Not sure,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15212
Public,260332052,02/23/2017 8:54:13 AM PST,02/23/2017 8:57:47 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,5,5,Not sure,Yes,Yes,Not sure,Yes,Disagree,Actively Support,To a large extent,Mostly familiar,15212
Public,260332062,02/23/2017 8:54:50 AM PST,02/23/2017 8:57:31 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Somewhat Disapprove,3,2,Maybe,Yes,Yes,Yes,Yes,Agree,No Opinion,To little extent,Somewhat familiar,15219
Public,260332083,02/23/2017 8:55:37 AM PST,02/23/2017 9:04:12 AM PST,COMPLETE,Survey Link,Not sure,Not sure,2,Neutral,2,2,Maybe,Yes,Yes,Yes,No,Agree,No Opinion,To little extent,Somewhat familiar,15218
Public,260332093,02/23/2017 8:56:09 AM PST,02/23/2017 9:00:55 AM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Disapprove,3,2,Not sure,Yes,Yes,Yes,Yes,Agree,Actively Oppose,To a moderate extent,Extremely familiar,15221
Public,260332151,02/23/2017 8:58:23 AM PST,02/23/2017 11:53:56 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Neutral,3,3,Yes,Yes,No,Not sure,Not sure,Neutral,No Opinion,To some extent,Mostly familiar,15213
Public,260332173,02/23/2017 8:59:45 AM PST,02/23/2017 9:01:47 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,5,5,Maybe,Not sure,Not sure,Not sure,No,Neutral,Neither Support nor Oppose,To a large extent,Somewhat familiar,15222
Public,260332232,02/23/2017 9:02:50 AM PST,02/23/2017 9:06:42 AM PST,COMPLETE,Survey Link,Not sure,Yes,2,Approve,2,5,Yes,No,No,No,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15221
Public,260332295,02/23/2017 9:05:33 AM PST,02/23/2017 9:15:07 AM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Approve,2,3,Not sure,Yes,Yes,Not sure,Yes,Neutral,No Opinion,To some extent,Not familiar at all,15201
Public,260332395,02/23/2017 9:10:03 AM PST,02/23/2017 9:16:06 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,3,5,Yes,Yes,Not sure,Not sure,Not sure,Agree,Actively Support,To a large extent,Mostly familiar,15224
Public,260332519,02/23/2017 9:16:14 AM PST,02/23/2017 9:21:40 AM PST,COMPLETE,Survey Link,Yes,No,2,Approve,4,4,Yes,No,No,No,Yes,Disagree,Actively Support,To a moderate extent,Somewhat familiar,15232
Public,260332561,02/23/2017 9:18:52 AM PST,02/23/2017 9:26:16 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,4,4,Yes,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15218
Public,260332615,02/23/2017 9:20:49 AM PST,02/23/2017 9:25:31 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,5,5,Yes,Yes,No,No,Yes,Strongly Disagree,Actively Support,To a large extent,Mostly familiar,15143
Public,260332858,02/23/2017 9:31:44 AM PST,02/23/2017 9:41:07 AM PST,COMPLETE,Social,Yes,Not sure,2,Somewhat Approve,2,4,Maybe,No,No,Not sure,Not sure,Neutral,Actively Support,To some extent,Mostly Unfamiliar,15218
Public,260332868,02/23/2017 9:32:13 AM PST,02/23/2017 9:35:28 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,3,3,Yes,Yes,Not sure,Not sure,No,Strongly Agree,Actively Support,To a large extent,Somewhat familiar,15232
Public,260332964,02/23/2017 9:36:06 AM PST,02/23/2017 9:39:03 AM PST,COMPLETE,Survey Link,Yes,No,2,Neutral,2,2,Not sure,Yes,Not sure,No,Yes,Agree,Neither Support nor Oppose,Not at all,Not familiar at all,15224
Public,260333104,02/23/2017 9:40:00 AM PST,02/23/2017 9:41:59 AM PST,COMPLETE,Survey Link,Yes,No,2,Somewhat Approve,4,4,Yes,Yes,Yes,No,Not sure,Disagree,Neither Support nor Oppose,To some extent,Somewhat familiar,15217
Public,260333190,02/23/2017 9:43:11 AM PST,02/23/2017 9:58:32 AM PST,COMPLETE,Survey Link,Not sure,Not sure,2,Approve,3,3,Maybe,No,No,No,Yes,Neutral,Neither Support nor Oppose,To some extent,Not familiar at all,15221
Public,260333326,02/23/2017 9:48:34 AM PST,02/24/2017 8:53:36 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,4,Yes,Yes,No,No,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15201
Public,260333361,02/23/2017 9:50:14 AM PST,02/23/2017 9:56:57 AM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Approve,3,3,Yes,Yes,Yes,Yes,Not sure,Agree,Actively Support,To some extent,Somewhat familiar,15205
Public,260333456,02/23/2017 9:54:23 AM PST,02/23/2017 9:56:21 AM PST,COMPLETE,Survey Link,No,Yes,2,Neutral,3,3,Maybe,Yes,Not sure,No,No,Disagree,No Opinion,To a moderate extent,Somewhat familiar,15202
Public,260333478,02/23/2017 9:54:58 AM PST,02/23/2017 10:19:56 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,2,5,Yes,No,No,No,Not sure,Agree,Actively Support,To a large extent,Mostly familiar,15201
Public,260333484,02/23/2017 9:55:14 AM PST,02/23/2017 10:00:19 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,3,4,Yes,Yes,Yes,Yes,Yes,Neutral,Actively Support,To little extent,Mostly Unfamiliar,15217
Public,260333591,02/23/2017 9:59:45 AM PST,02/23/2017 10:18:18 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,4,No experience,Yes,Yes,No,No,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15217
Public,260333673,02/23/2017 10:03:26 AM PST,02/23/2017 10:10:44 AM PST,COMPLETE,Survey Link,Not sure,Not sure,2,Neutral,3,3,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15212
Public,260333749,02/23/2017 10:06:12 AM PST,02/23/2017 10:08:31 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Somewhat Approve,2,3,Yes,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15206
Public,260333779,02/23/2017 10:08:04 AM PST,02/23/2017 11:13:40 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,5,5,Yes,No,No,No,Yes,Disagree,Actively Support,To some extent,Somewhat familiar,15222
Public,260333852,02/23/2017 10:11:58 AM PST,02/23/2017 10:15:49 AM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Approve,3,4,Yes,Yes,No,No,Not sure,Disagree,No Opinion,To a moderate extent,Mostly familiar,15232
Public,260334118,02/23/2017 10:23:23 AM PST,02/23/2017 10:25:51 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,4,4,Yes,Not sure,Not sure,Not sure,Not sure,Neutral,Actively Support,To a large extent,Mostly familiar,15221
Public,260334316,02/23/2017 10:29:51 AM PST,02/23/2017 10:35:16 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Neutral,2,3,Yes,Yes,Not sure,Not sure,Yes,Agree,Neither Support nor Oppose,To some extent,Mostly familiar,15201
Public,260334839,02/23/2017 10:49:53 AM PST,02/23/2017 10:54:05 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,4,5,Yes,Not sure,No,No,Not sure,Neutral,Actively Support,To a large extent,Mostly familiar,15208
Public,260335062,02/23/2017 10:56:24 AM PST,02/23/2017 10:58:53 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,3,Maybe,No,Not sure,Not sure,Yes,Neutral,Neither Support nor Oppose,To a large extent,Mostly familiar,15206
Public,260335181,02/23/2017 10:58:38 AM PST,02/23/2017 11:06:54 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,4,Yes,Yes,No,No,Yes,Strongly Agree,Actively Support,To a large extent,Extremely familiar,15201
Public,260335920,02/23/2017 11:19:08 AM PST,02/23/2017 11:21:22 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,3,Yes,Not sure,Not sure,No,Yes,Agree,No Opinion,To a large extent,Somewhat familiar,15202
Public,260335933,02/23/2017 11:19:28 AM PST,02/23/2017 11:34:36 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,3,Yes,Yes,No,Not sure,No,Disagree,Actively Support,To a moderate extent,Somewhat familiar,15212
Public,260335955,02/23/2017 11:20:06 AM PST,02/23/2017 11:22:23 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,4,5,Yes,No,No,No,Yes,Disagree,Actively Support,To some extent,Mostly Unfamiliar,15212
Public,260336022,02/23/2017 11:21:48 AM PST,02/23/2017 11:26:10 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,1,4,Not sure,Yes,Yes,Not sure,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15217
Public,260336051,02/23/2017 11:22:29 AM PST,02/23/2017 11:31:35 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,4,Maybe,Not sure,No,No,Not sure,Disagree,Actively Support,To a moderate extent,Mostly Unfamiliar,15201
Public,260336055,02/23/2017 11:22:36 AM PST,02/23/2017 11:26:25 AM PST,COMPLETE,Survey Link,Yes,No,2,Approve,2,2,Yes,No,No,No,Yes,Strongly Disagree,Actively Support,To some extent,Mostly Unfamiliar,15228
Public,260336118,02/23/2017 11:24:37 AM PST,02/23/2017 11:30:25 AM PST,COMPLETE,Survey Link,Yes,Not sure,2,Approve,4,3,Not sure,Not sure,No,Not sure,Yes,Agree,Actively Support,To a large extent,Not familiar at all,15217
Public,260336149,02/23/2017 11:25:43 AM PST,02/23/2017 11:35:59 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,5,Yes,Yes,No,No,Yes,Strongly Disagree,Actively Support,To a large extent,Extremely familiar,15213
Public,260336158,02/23/2017 11:26:06 AM PST,02/23/2017 11:28:45 AM PST,COMPLETE,Survey Link,Yes,No,2,Neutral,2,4,Maybe,Yes,No,No,Yes,Disagree,Neither Support nor Oppose,To a large extent,Extremely familiar,15217
Public,260336438,02/23/2017 11:33:57 AM PST,02/23/2017 11:42:36 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,4,Yes,Yes,No,No,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15224
Public,260336463,02/23/2017 11:34:45 AM PST,02/23/2017 11:36:58 AM PST,COMPLETE,Survey Link,No,Yes,2,Approve,2,4,Yes,Not sure,No,No,No,Agree,Actively Support,To a large extent,Extremely familiar,15217
Public,260336481,02/23/2017 11:35:53 AM PST,02/23/2017 11:45:02 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,4,5,Yes,Not sure,No,No,Not sure,Neutral,Actively Support,To a moderate extent,Mostly familiar,15221
Public,260336518,02/23/2017 11:37:49 AM PST,02/23/2017 11:41:27 AM PST,COMPLETE,Survey Link,Yes,Not sure,2,Somewhat Approve,2,4,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15212
Public,260336588,02/23/2017 11:38:42 AM PST,02/23/2017 11:53:15 AM PST,COMPLETE,Survey Link,Yes,No,2,Neutral,3,3,Yes,Yes,Yes,Not sure,Not sure,Neutral,Neither Support nor Oppose,To some extent,Mostly familiar,15221
Public,260336721,02/23/2017 11:42:49 AM PST,02/23/2017 11:46:20 AM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Disapprove,2,5,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15232
Public,260336847,02/23/2017 11:46:17 AM PST,02/23/2017 11:51:50 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,2,Yes,Yes,No,No,Yes,Agree,Actively Support,To a large extent,Extremely familiar,15217
Public,260336881,02/23/2017 11:46:59 AM PST,02/23/2017 11:51:32 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,5,Yes,Yes,No,No,No,Disagree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15090
Public,260336995,02/23/2017 11:50:17 AM PST,02/23/2017 11:54:30 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Somewhat Disapprove,5,4,No,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15208
Public,260337210,02/23/2017 11:54:54 AM PST,02/23/2017 11:59:35 AM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,5,Yes,Not sure,No,No,Not sure,Neutral,Actively Support,To a large extent,Mostly familiar,15224
Public,260337234,02/23/2017 11:55:35 AM PST,02/23/2017 12:13:27 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,5,5,Yes,No,No,No,No,Strongly Disagree,Neither Support nor Oppose,To a large extent,Extremely familiar,15232
Public,260337343,02/23/2017 11:58:29 AM PST,02/23/2017 3:46:21 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,4,Yes,Yes,No,Yes,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15206
Public,260337455,02/23/2017 12:02:25 PM PST,02/23/2017 12:05:06 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,3,4,Yes,Yes,No,No,Yes,Agree,Actively Support,To some extent,Somewhat familiar,15212
Public,260337460,02/23/2017 12:02:51 PM PST,02/23/2017 12:06:54 PM PST,COMPLETE,Survey Link,No,Yes,2,Disapprove,2,1,Not sure,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To a large extent,Extremely familiar,15221
Public,260337533,02/23/2017 12:05:43 PM PST,02/23/2017 12:30:33 PM PST,COMPLETE,Survey Link,No,Yes,2,Approve,4,4,Yes,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15217
Public,260338133,02/23/2017 12:11:52 PM PST,02/23/2017 12:14:59 PM PST,COMPLETE,Survey Link,No,No,2,Approve,4,4,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To some extent,Mostly Unfamiliar,15224
Public,260338233,02/23/2017 12:15:04 PM PST,02/23/2017 12:16:45 PM PST,COMPLETE,Survey Link,No,Yes,2,Neutral,3,3,Maybe,Yes,Yes,Not sure,Not sure,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15213
Public,260338330,02/23/2017 12:17:16 PM PST,02/23/2017 12:36:21 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,3,Yes,Not sure,Yes,No,Yes,Strongly Agree,Actively Support,To a large extent,Somewhat familiar,15228
Public,260338335,02/23/2017 12:17:19 PM PST,02/23/2017 12:21:47 PM PST,COMPLETE,Survey Link,Yes,No,2,Approve,2,4,Yes,Not sure,Not sure,Not sure,Not sure,Disagree,Actively Support,To a moderate extent,Mostly familiar,15212
Public,260338355,02/23/2017 12:17:47 PM PST,02/23/2017 12:26:14 PM PST,COMPLETE,Survey Link,Yes,No,2,Neutral,2,2,Yes,Yes,Yes,Not sure,Yes,Disagree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15216
Public,260338380,02/23/2017 12:19:10 PM PST,02/23/2017 12:27:57 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Neutral,3,4,Yes,Yes,Yes,No,Yes,Agree,Actively Oppose,To a moderate extent,Somewhat familiar,15203
Public,260338495,02/23/2017 12:20:49 PM PST,02/23/2017 12:23:04 PM PST,COMPLETE,Survey Link,No,Yes,2,Somewhat Approve,2,4,Yes,Yes,Not sure,Not sure,Yes,Neutral,No Opinion,To little extent,Somewhat familiar,15206
Public,260338528,02/23/2017 12:21:43 PM PST,02/23/2017 12:29:49 PM PST,COMPLETE,Survey Link,No,Yes,2,Approve,2,4,Yes,Yes,Yes,No,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15201
Public,260338766,02/23/2017 12:28:38 PM PST,02/23/2017 12:36:06 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Approve,2,3,Yes,Not sure,No,No,Yes,Neutral,Actively Support,To some extent,Somewhat familiar,15217
Public,260338934,02/23/2017 12:33:08 PM PST,02/23/2017 12:43:26 PM PST,COMPLETE,Social,Yes,Yes,2,Approve,3,4,Yes,Not sure,No,Not sure,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15224
Public,260339048,02/23/2017 12:36:17 PM PST,02/23/2017 12:48:38 PM PST,COMPLETE,Survey Link,Yes,Yes,2,Somewhat Approve,4,4,Maybe,Yes,No,No,No,Disagree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15143
Public,260339223,02/23/2017 12:40:49 PM PST,02/23/2017 12:53:09 PM PST,COMPLETE,Social,Yes,Yes,2,Somewhat Disapprove,3,2,Maybe,Yes,Yes,Yes,Yes,Neutral,Actively Oppose,To some extent,Mostly Unfamiliar,15206
Public,260339575,02/23/2017 12:47:37 PM PST,02/23/2017 12:54:24 PM PST,COMPLETE,Survey Link,Yes,No,2,Approve,4,5,Yes,No,No,No,Yes,Agree,Actively Support,To a moderate extent,Somewhat familiar,15120
